age_group,workclass,education,marital_status,occupation,relationship,race,sex,hours_per_week,US_native,over_50k
25-34,Private,Assoc-acdm,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,T,T
55-64,State-gov,Doctorate,Married-civ-spouse,Transport-moving,Husband,White,Male,56,T,F
45-54,State-gov,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,40,T,T
55-64,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,60,T,F
55-64,State-gov,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,Black,Male,60,T,T
55-64,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,T,T
35-44,Self-emp-not-inc,9th,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,96,T,F
35-44,Private,HS-grad,Never-married,Prof-specialty,Not-in-family,White,Male,40,T,T
35-44,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,F,T
25-34,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,40,T,F
45-54,Private,Some-college,Never-married,Exec-managerial,Unmarried,White,Female,40,T,F
25-34,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,40,T,F
25-34,Private,HS-grad,Never-married,Prof-specialty,Not-in-family,White,Male,43,T,F
25-34,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,40,F,T
35-44,Local-gov,Bachelors,Separated,Prof-specialty,Unmarried,White,Female,40,T,F
25-34,Private,11th,Never-married,Exec-managerial,Not-in-family,White,Female,40,T,F
35-44,Private,HS-grad,Divorced,Sales,Not-in-family,White,Male,60,T,F
25-34,Private,Bachelors,Never-married,Other-service,Not-in-family,White,Female,40,T,F
25-34,Private,Assoc-acdm,Never-married,Tech-support,Own-child,White,Female,40,T,F
15-24,Private,Some-college,Never-married,Tech-support,Own-child,White,Male,40,T,F
35-44,Local-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,55,T,F
35-44,Private,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,45,T,T
45-54,Private,12th,Never-married,Protective-serv,Other-relative,Black,Male,40,T,F
35-44,Private,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,40,T,F
35-44,Private,HS-grad,Divorced,Other-service,Not-in-family,White,Female,40,T,F
25-34,Federal-gov,Assoc-acdm,Never-married,Transport-moving,Not-in-family,Black,Male,40,T,F
35-44,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,T,T
35-44,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,T,T
25-34,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,T,F
25-34,Private,Bachelors,Never-married,Craft-repair,Not-in-family,White,Male,50,T,F
35-44,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,45,T,T
25-34,Private,11th,Separated,Other-service,Not-in-family,White,Male,40,T,F
25-34,Private,11th,Never-married,Other-service,Not-in-family,White,Male,40,T,F
25-34,Private,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,T,T
25-34,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Male,40,T,F
25-34,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,40,T,F
25-34,Private,Some-college,Divorced,Exec-managerial,Unmarried,White,Male,48,T,T
35-44,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,T,T
35-44,Self-emp-inc,Bachelors,Never-married,Prof-specialty,Own-child,White,Male,40,T,F
45-54,Private,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,T,T
45-54,Self-emp-not-inc,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,70,T,F
25-34,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,55,T,F
15-24,Private,HS-grad,Never-married,Tech-support,Own-child,White,Female,40,T,F
45-54,Private,1st-4th,Married-spouse-absent,Other-service,Not-in-family,White,Male,40,F,F
25-34,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Male,40,T,F
25-34,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,T,F
25-34,Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,40,T,F
25-34,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,50,T,F
15-24,Private,Some-college,Never-married,Sales,Own-child,White,Male,40,T,F
15-24,Private,11th,Never-married,Sales,Unmarried,Amer-Indian-Eskimo,Male,43,T,F
45-54,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,65,T,T
15-24,Private,Bachelors,Never-married,Adm-clerical,Other-relative,Asian-Pac-Islander,Female,40,F,F
45-54,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,T,F
45-54,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,T,F
45-54,Federal-gov,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,T,F
25-34,Private,Bachelors,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,F,F
65+,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,T,F
25-34,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,T,T
35-44,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,65,T,T
25-34,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,T,F
45-54,Private,Some-college,Never-married,Exec-managerial,Not-in-family,White,Female,43,T,F
15-24,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,45,T,F
15-24,Private,Some-college,Never-married,Machine-op-inspct,Not-in-family,White,Male,40,T,F
45-54,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,T,T
35-44,Local-gov,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,T,F
25-34,Private,Masters,Never-married,Sales,Not-in-family,White,Male,50,T,T
15-24,Private,5th-6th,Married-civ-spouse,Craft-repair,Other-relative,White,Male,40,F,F
45-54,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,T,T
55-64,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,50,T,T
35-44,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,48,T,T
45-54,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,T,F
65+,Private,10th,Divorced,Other-service,Not-in-family,Black,Male,64,T,F
25-34,Private,Some-college,Divorced,Tech-support,Not-in-family,White,Male,60,T,F
25-34,Private,10th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,T,F
35-44,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,50,T,F
45-54,State-gov,Doctorate,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,T,T
25-34,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,T,T
25-34,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,Black,Female,40,T,F
45-54,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,40,F,T
45-54,Local-gov,9th,Married-civ-spouse,Other-service,Wife,White,Female,40,T,F
25-34,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,48,T,F
25-34,Private,HS-grad,Never-married,Machine-op-inspct,Unmarried,Black,Male,40,T,F
45-54,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,T,F
45-54,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,T,T
25-34,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,40,T,F
35-44,Private,Some-college,Divorced,Other-service,Unmarried,Black,Female,40,T,F
55-64,Local-gov,HS-grad,Widowed,Exec-managerial,Not-in-family,White,Male,40,T,F
45-54,Private,Masters,Divorced,Sales,Not-in-family,White,Female,40,T,F
25-34,Private,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Male,40,F,F
35-44,Private,Assoc-acdm,Divorced,Other-service,Own-child,White,Female,40,T,F
25-34,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,50,T,F
55-64,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,50,T,F
45-54,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,T,T
35-44,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,T,F
35-44,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female,45,T,T
45-54,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,48,T,T
15-24,Private,HS-grad,Never-married,Sales,Own-child,Asian-Pac-Islander,Female,40,F,F
35-44,Private,Some-college,Never-married,Machine-op-inspct,Not-in-family,White,Female,40,T,F
35-44,Self-emp-inc,Assoc-acdm,Divorced,Sales,Unmarried,White,Female,40,T,F
25-34,Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,60,T,F
25-34,State-gov,Masters,Never-married,Prof-specialty,Unmarried,White,Female,40,T,F
45-54,Private,Some-college,Divorced,Exec-managerial,Not-in-family,White,Male,60,T,F
25-34,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,T,F
35-44,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,50,T,T
25-34,Private,9th,Never-married,Sales,Not-in-family,White,Male,40,T,F
25-34,Private,Some-college,Divorced,Farming-fishing,Unmarried,White,Female,40,T,F
25-34,Private,Some-college,Never-married,Handlers-cleaners,Other-relative,White,Male,40,T,F
65+,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,T,F
45-54,Private,Bachelors,Divorced,Craft-repair,Not-in-family,White,Male,50,T,F
35-44,Private,Assoc-voc,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,T,F
45-54,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,T,T
15-24,Private,Some-college,Never-married,Sales,Own-child,White,Female,40,T,F
45-54,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,70,T,T
65+,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,45,T,T
45-54,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,45,T,T
25-34,State-gov,HS-grad,Never-married,Prof-specialty,Not-in-family,Black,Female,40,T,F
35-44,Self-emp-not-inc,HS-grad,Divorced,Farming-fishing,Not-in-family,White,Male,80,F,F
45-54,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,40,T,T
25-34,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,F,T
25-34,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,45,T,F
35-44,Self-emp-not-inc,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,T,T
35-44,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,52,T,T
35-44,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,40,T,F
45-54,Local-gov,10th,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,T,F
55-64,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,T,F
25-34,Private,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Female,40,T,F
25-34,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,Black,Male,40,T,F
35-44,Private,Bachelors,Divorced,Machine-op-inspct,Other-relative,White,Male,40,T,F
55-64,Private,HS-grad,Divorced,Other-service,Not-in-family,Black,Female,40,T,F
55-64,Local-gov,10th,Married-civ-spouse,Transport-moving,Husband,White,Male,40,T,F
35-44,State-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,40,T,T
45-54,Private,Assoc-voc,Divorced,Adm-clerical,Not-in-family,White,Female,40,F,F
35-44,Private,11th,Married-civ-spouse,Sales,Husband,White,Male,65,T,F
25-34,Self-emp-not-inc,HS-grad,Never-married,Sales,Other-relative,Asian-Pac-Islander,Male,50,T,T
45-54,Federal-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,T,F
35-44,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,T,T
55-64,Private,7th-8th,Married-civ-spouse,Transport-moving,Husband,Black,Male,40,T,F
45-54,Federal-gov,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,T,T
25-34,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,T,F
15-24,Private,Assoc-voc,Never-married,Adm-clerical,Own-child,White,Female,40,T,F
25-34,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,50,T,F
45-54,Private,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,50,T,F
55-64,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,T,T
45-54,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,T,T
55-64,Private,HS-grad,Divorced,Other-service,Not-in-family,White,Female,40,T,F
35-44,State-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,T,T
25-34,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,70,T,F
55-64,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,T,F
45-54,Private,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,54,T,F
45-54,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,50,T,F
45-54,Private,HS-grad,Separated,Handlers-cleaners,Not-in-family,White,Male,40,T,F
45-54,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,T,F
45-54,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,40,T,F
35-44,Private,Some-college,Separated,Adm-clerical,Unmarried,White,Female,40,T,F
25-34,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,40,T,F
45-54,Self-emp-not-inc,Masters,Divorced,Exec-managerial,Unmarried,White,Male,50,T,T
55-64,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Female,40,T,F
35-44,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,40,F,F
35-44,Private,10th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,F,F
55-64,State-gov,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,40,T,F
35-44,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,40,T,F
45-54,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,T,T
15-24,Private,Some-college,Never-married,Adm-clerical,Unmarried,Other,Female,40,T,F
25-34,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,40,T,F
25-34,Local-gov,HS-grad,Never-married,Protective-serv,Unmarried,White,Male,45,T,F
35-44,Private,Bachelors,Married-civ-spouse,Sales,Husband,Black,Male,50,T,F
25-34,Federal-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,T,T
45-54,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,T,T
25-34,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,50,T,T
45-54,Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,Black,Female,48,T,T
35-44,Private,Assoc-voc,Divorced,Prof-specialty,Not-in-family,White,Female,45,T,T
25-34,State-gov,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,40,T,F
25-34,Private,Some-college,Never-married,Prof-specialty,Not-in-family,White,Female,65,T,F
35-44,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,65,T,T
35-44,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,F,F
35-44,Self-emp-not-inc,Bachelors,Never-married,Sales,Not-in-family,White,Male,50,T,F
25-34,Self-emp-not-inc,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Female,45,T,F
35-44,Private,9th,Married-civ-spouse,Craft-repair,Husband,Other,Male,40,F,F
65+,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,T,F
45-54,Local-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,42,T,F
15-24,Private,HS-grad,Never-married,Handlers-cleaners,Other-relative,White,Male,70,T,F
45-54,Private,Some-college,Married-spouse-absent,Tech-support,Not-in-family,White,Male,40,T,F
15-24,Private,HS-grad,Never-married,Transport-moving,Own-child,White,Male,46,T,F
35-44,Self-emp-not-inc,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,40,T,T
25-34,Self-emp-not-inc,Some-college,Never-married,Other-service,Not-in-family,White,Female,48,T,F
25-34,Self-emp-not-inc,HS-grad,Never-married,Craft-repair,Own-child,White,Male,40,T,F
25-34,Private,Bachelors,Separated,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,40,F,T
45-54,Federal-gov,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,T,T
35-44,Private,Some-college,Divorced,Tech-support,Unmarried,White,Female,40,T,F
35-44,Local-gov,Some-college,Married-civ-spouse,Other-service,Husband,White,Male,40,T,F
35-44,Self-emp-inc,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,T,F
25-34,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,40,T,F
25-34,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,40,T,F
45-54,Self-emp-not-inc,Masters,Married-civ-spouse,Sales,Husband,White,Male,40,T,T
25-34,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,40,T,F
35-44,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,T,F
25-34,Private,12th,Never-married,Other-service,Other-relative,White,Male,40,T,F
35-44,Self-emp-not-inc,Masters,Divorced,Exec-managerial,Unmarried,White,Female,40,T,F
45-54,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,T,F
35-44,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,50,T,F
55-64,State-gov,HS-grad,Widowed,Adm-clerical,Not-in-family,White,Female,40,T,F
65+,Private,Some-college,Widowed,Sales,Not-in-family,White,Male,40,T,F
35-44,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,40,T,T
55-64,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Black,Male,52,T,T
25-34,Local-gov,Some-college,Married-civ-spouse,Other-service,Husband,White,Male,40,T,F
35-44,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,T,T
55-64,Private,Bachelors,Separated,Exec-managerial,Unmarried,White,Female,40,T,F
35-44,Private,Assoc-acdm,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,T,T
45-54,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,T,T
35-44,Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,75,T,T
35-44,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,T,F
25-34,Self-emp-not-inc,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,50,T,F
45-54,Federal-gov,HS-grad,Divorced,Adm-clerical,Unmarried,Black,Female,40,T,F
25-34,Self-emp-not-inc,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,40,F,T
25-34,Private,HS-grad,Separated,Exec-managerial,Unmarried,White,Female,50,T,F
25-34,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,T,F
25-34,Local-gov,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,40,T,T
25-34,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Male,45,T,F
35-44,Private,Some-college,Divorced,Sales,Unmarried,White,Female,40,T,F
25-34,Private,Some-college,Never-married,Handlers-cleaners,Not-in-family,Black,Male,40,T,F
25-34,Local-gov,Bachelors,Never-married,Adm-clerical,Own-child,Black,Female,40,T,F
15-24,Private,Some-college,Never-married,Machine-op-inspct,Own-child,White,Male,48,T,F
35-44,State-gov,HS-grad,Divorced,Other-service,Not-in-family,White,Male,40,T,F
35-44,Private,Some-college,Married-civ-spouse,Sales,Wife,White,Female,40,T,T
35-44,Private,11th,Never-married,Machine-op-inspct,Not-in-family,Black,Male,40,T,F
55-64,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,T,F
55-64,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,45,T,T
25-34,Self-emp-not-inc,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,55,T,T
15-24,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,40,T,F
35-44,Private,12th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,T,T
45-54,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,T,T
35-44,Private,Some-college,Divorced,Handlers-cleaners,Own-child,White,Male,40,T,F
45-54,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,T,T
35-44,Private,HS-grad,Divorced,Farming-fishing,Not-in-family,White,Male,40,T,F
45-54,Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,50,T,T
25-34,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,55,T,F
65+,Private,Bachelors,Married-civ-spouse,Other-service,Husband,White,Male,40,T,T
45-54,Self-emp-not-inc,Some-college,Divorced,Exec-managerial,Not-in-family,White,Male,50,T,F
15-24,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Male,40,T,F
15-24,Private,11th,Never-married,Handlers-cleaners,Not-in-family,Black,Male,40,T,F
35-44,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,T,T
35-44,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Male,40,T,F
45-54,State-gov,HS-grad,Separated,Adm-clerical,Own-child,White,Female,40,T,F
25-34,Private,Assoc-voc,Never-married,Prof-specialty,Not-in-family,White,Female,40,T,F
25-34,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,50,T,F
35-44,Private,Assoc-voc,Never-married,Farming-fishing,Not-in-family,White,Male,50,T,F
45-54,Self-emp-not-inc,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,T,T
15-24,Private,Some-college,Never-married,Craft-repair,Own-child,White,Male,40,T,F
25-34,Private,Some-college,Divorced,Tech-support,Unmarried,White,Female,40,T,F
15-24,Private,Some-college,Never-married,Handlers-cleaners,Own-child,White,Male,40,T,F
15-24,Self-emp-inc,Bachelors,Never-married,Sales,Own-child,White,Male,40,T,F
45-54,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,84,T,F
35-44,Private,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Female,45,T,T
35-44,Private,Bachelors,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,T,T
35-44,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,T,T
55-64,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,T,T
45-54,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,F,T
25-34,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,Black,Male,40,T,F
35-44,Private,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,White,Male,45,T,F
35-44,Private,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,40,T,F
35-44,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,T,F
35-44,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,50,T,F
15-24,Private,Bachelors,Never-married,Tech-support,Own-child,White,Male,42,T,F
25-34,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Wife,Amer-Indian-Eskimo,Female,40,T,F
45-54,Private,Some-college,Divorced,Exec-managerial,Not-in-family,White,Male,50,T,T
55-64,Self-emp-inc,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,Male,48,T,T
25-34,Self-emp-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,50,T,T
35-44,Private,Bachelors,Divorced,Prof-specialty,Unmarried,White,Male,50,T,T
35-44,Federal-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,Black,Male,40,T,T
25-34,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,45,T,F
25-34,Private,11th,Never-married,Craft-repair,Not-in-family,White,Male,40,F,F
45-54,Private,Bachelors,Married-civ-spouse,Transport-moving,Husband,White,Male,40,T,T
35-44,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,T,F
15-24,Private,Some-college,Never-married,Exec-managerial,Own-child,White,Male,40,T,F
25-34,State-gov,HS-grad,Never-married,Adm-clerical,Unmarried,White,Female,40,T,F
35-44,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,50,T,F
35-44,Self-emp-not-inc,Some-college,Never-married,Other-service,Not-in-family,Black,Male,84,T,F
35-44,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,60,T,T
35-44,Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,Male,40,T,F
45-54,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,T,F
35-44,Private,Assoc-acdm,Never-married,Adm-clerical,Not-in-family,White,Female,45,T,F
25-34,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,40,T,F
25-34,Local-gov,HS-grad,Married-civ-spouse,Transport-moving,Husband,Black,Male,40,T,F
25-34,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,T,F
35-44,Private,11th,Married-civ-spouse,Transport-moving,Husband,Black,Male,40,T,F
15-24,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Male,40,F,F
15-24,Private,Some-college,Never-married,Exec-managerial,Own-child,White,Male,40,T,F
25-34,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,50,T,T
55-64,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,T,F
35-44,Local-gov,Masters,Divorced,Prof-specialty,Not-in-family,White,Male,40,T,F
25-34,Private,Assoc-acdm,Never-married,Other-service,Not-in-family,White,Female,80,T,F
35-44,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,40,T,F
35-44,State-gov,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,T,T
55-64,Private,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,40,T,F
55-64,Local-gov,HS-grad,Divorced,Transport-moving,Other-relative,White,Male,40,T,F
15-24,Private,HS-grad,Divorced,Protective-serv,Own-child,White,Female,40,T,F
45-54,State-gov,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,42,T,T
35-44,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,55,T,F
45-54,Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,58,T,T
25-34,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,T,F
55-64,Private,7th-8th,Never-married,Transport-moving,Not-in-family,White,Male,48,T,T
35-44,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,T,F
15-24,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,40,F,F
25-34,Private,Assoc-acdm,Never-married,Other-service,Not-in-family,White,Male,40,T,F
35-44,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,55,T,F
15-24,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,50,T,F
